	Term	p-value	z-score	CS	Related Genes
162	FOXO1_ChIP-Seq_LIVER_Mouse	5.72e-06	-0.28	3.25	H3F3B, ELOVL5, D19WSU162E, GTPBP4, ZFP36L1, TPST2, FAM134B, RABGEF1, BCL6, KLF9, RANBP10, PIM3, SQSTM1
163	TP53_ChIP-ChIP_U2OS_Human	1.06e-06	-0.24	3.07	OSBPL9, PLK3, DYRK3, MAP3K1, CD83, BTG1, GADD45A, F2R, ARRDC3, BHLHB2, LAPTM5, SLC2A1, CXCR4, LRMP, ADRB2, PTP4A1, ERAF, TBK1, SFRS5, NUAK2, CCR7, KPNA1
164	RARA_ChIP-Seq_LIVER_Mouse	1.20e-10	-0.14	3.05	CD274, CPM, H2-T23, DAZAP2, BTG1, HVCN1, ODC1, CXCR5, NRM, IRS2, PHXR4, CD3E, SNN, PUF60, SESN1, HIST1H3H, RABAC1, SKIL, KPNA1, HIST1H1C, MAP4K1, EGR1, PLK3, EGR2, ST6GAL1, CHKA, ACTN2, D19WSU162E, F2R, VPS37B, NTAN1, GTPBP4, GM1821, PTP4A2, RNF145, KLF6, TXNIP, UBE2O, RPL24, RPL27, HBP1, CD69, LRP10, SQSTM1, CSNK1G2, ATF4
165	SOX11_ChIP-ChIP_Z138-A519-JVM2_Human	5.16e-06	-0.26	3.04	RPL3, TFRC, PPP1R10, BRI3, TNFAIP3, CXCR4, LITAF, PRR8, STIP1, FAM102A, RPL18A, CCR6, SLC38A2, JUNB, RPS13, MEF2C, TPM4, PLAUR, KLF4, IMPACT, BCL6, RASA1, UBE2O, MATR3, ATF3
166	POU5F1_ChIP-PET_MESC_Mouse	4.87e-05	-0.32	3.01	H2-T23, DAZAP2, GYPA, TFRC, BRI3, ETS2, ZFP36L1, PPP2CB, UBB, POLD1, 5730469M10RIK, SKIL, MARK2, OSBPL9, CD97, MAP4K1, H2-T10, KLF13, H3F3B, PLAUR, MIF, GADD45G, SIAT7C, KLF6, STK17B, MSCP, 2310044H10RIK, ATF4
167	SPI1_ChIP-Seq_THIOMACROPHAGE_Mouse	1.78e-09	-0.15	2.86	PANK4, EIF4A1, CEBPB, CD82, CUL3, HVCN1, AW549877, 1810064F22RIK, TNFAIP3, PHXR4, BZW2, LITAF, RELA, SNN, NUAK2, CNR2, TRA2A, CASP1, ARIH2, PIM3, CCR7, CYTIP, SLC38A2, NUDC, GCH1, GADD45A, STAT3, HMHA1, LSM4, CCT6A, PER1, HIST2H3B, PRKAR1A, IRF4, KLF9, CCDC86, TMBIM6, XIST, BC031781
168	REST_ChIP-ChIP_NEURONS_Mouse	1.41e-07	-0.18	2.62	DYRK3, CEBPB, RPL32, PPP1R10, WBP2, D16ERTD472E, ODC1, SNF1LK, SAMSN1, RELA, FOXO1, LBH, SFRS5, UBB, NFKBIZ, PIM3, HIST2H3C1, SLC38A2, HMGN1, HIST1H1C, UNC45A, MAP4K1, UVRAG, CD74, 2510006D16RIK, TAGAP1, TSC22D3, CIRBP, SORL1, GNL3, EIF3S5, CCT6A, BCL6, DAD1, PRKAR1A, TAX1BP1, FOSB, STRAP, SERINC1, LRP10, 2310044H10RIK
169	EST1_ChIP-ChIP_JURKAT_Human	5.87e-05	-0.28	2.61	RPL32, H3F3B, PPP1R10, WBP2, NTAN1, WBP11, EIF3S5, MORF4L1, ZNRD1, DAD1, RPS29, SESN1, RANBP10, DHX38, RPL27, HBP1, PRKD2, SERINC1, PFDN5, TBC1D15, ARF6
170	TBX5_ChIP-Seq_HL-1_Mouse	6.27e-08	-0.16	2.56	CPM, DYRK3, CLIC4, GGNBP2, BTG1, LDB1, CD81, BRI3, STXBP2, ATP1A1, STK4, ETS1, USE1, LITAF, ACTB, ALAD, RAP1B, SERPINB1A, UBB, PUF60, TMEM66, ARIH2, GRASP, 1110007M04RIK, CDV3, MEF2C, KLF13, ACTN2, 1190002H23RIK, STAT3, JOSD2, PLRG1, WBP11, GNL3, LASS2, PTP4A1, SLC25A37, IMPACT, ARPC3, DAD1, HNRNPC, PFDN5, ATF3, ATF4
171	GABP_ChIP-Seq_HepG2_Human	6.24e-12	-0.09	2.21	PANK4, PRR7, PPP1R10, POP4, ZFAND2A, SLC2A1, SMG7, USE1, ACTB, ARHGAP4, RPS15, RABGEF1, TBK1, RPL18A, SESN1, RNF19A, PIM3, JUNB, RPS13, HMGN1, KPNA1, NDEL1, UNC45A, JMJD3, IFNGR1, ARRDC3, CIRBP, PLRG1, MIF, GTPBP4, MORF4L1, IMPACT, DAD1, TAX1BP1, TMBIM6, RPL27, PFDN5, UBA52, CD274, CEBPB, CUL3, STK4, PUF60, POLD1, MKNK2, TBC1D15, CDT1, H3F3B, NTAN1, LSM4, RNF145, ARPC3, FOSB, SERINC1, HNRNPC, STT3B, EIF3D
172	ESR1_ChIP-ChIP_ liver_Mouse	1.65e-05	-0.21	2.16	PLK3, RPL3, CD81, STAT3, IDB2, PLRG1, LITAF, ACTB, PER1, CD1D1, BCL6, UBB, MKNK2, PIM3
173	ESR2_ChIP-Seq_MCF-7_Human	1.00e-05	-0.19	2.05	CD97, WSB1, MREG, CD82, TSC22D3, SLC2A1, IRS2, PTP4A2, SOCS3, KLF9, PLCG2, MYH9, JUNB, SQSTM1
174	NKX2-5_ChIP-Seq_HL-1_Mouse	4.29e-06	-0.17	1.98	IBRDC3, DDX6, OAT, H2-DMA, CUL3, AKAP8L, BZW2, PRR8, ZFP36L1, UBL3, NUAK2, MYD116, PUF60, UBB, TRA2A, PDE4B, HMGN1, UNC45A, JMJD3, GNA-RS1, EMP1, LSM4, GNL3, PER1, PRKAR1A, ARPC3, LCK, KLF9, STT3B, SQSTM1
175	TBP_ChIP-Seq_C3H10T1-2_Mouse	4.40e-05	-0.2	1.94	JMJD3, CD74, CEBPB, KLF13, H2-DMA, DGKA, AW549877, ARRDC3, STK4, SCOTIN, YWHAZ, ZFP36L1, LASS2, PER1, HIST2H3B, BCL6, UBB, MORF4L2, MKNK2, KLF9, HIST1H3H, JUNB
176	E2F4_ChIP-ChIP_JURKAT_Human	5.95e-05	-0.13	1.17	UVRAG, HSPA8, MBNL1, CUL3, CXCR4, LRMP, LSM4, ZFP36L1, EIF3S5, MORF4L1, SESN1, BXDC2, FOSB, SERINC1, HIST1H3H, MATR3, JUNB, PFDN5, TBC1D15, RPS13, HIST1H1C
177	SMAD4_ChIP-ChIP_HaCaT_Human	2.76e-05	-0.11	1.12	MBNL1, RPL3, BTG1, EMP1, LITAF, ACTB, ETS2, KLF6, EIF5, B3GNT5, CASP1, RPL27, SKIL
178	POU5F1_ChIP-ChIP_MESC_Mouse	1.19e-05	-0.1	1.1	CDT1, ST6GAL1, DYRK3, DGKA, ATP10D, LAPTM5, ZCRB1, KLF2, GADD45G, ZFP36L1, ALAD, CCT6A, NFKBIA, CD1D1, ZNRD1, UBB, KLF9, CCR6, HIST1H1C
179	KDM5B_ChIP-Seq_MESC_Mouse	5.44e-16	-0.03	1.1	AHCTF1, TFRC, CD81, ZFAND2A, EIF4A3, SLC2A1, SMG7, BZW2, HERPUD1, ARIH2, SCD1, HMGN2, KPNA1, HMGN1, NDEL1, CD97, CDV3, WSB1, TPM4, ARRDC3, LMO2, ATP1B3, WBP11, YWHAZ, GTPBP4, GNL3, NISCH, PTP4A1, MORF4L1, IMPACT, PRKAR1A, IRF1, TAX1BP1, STRAP, MYH9, MATR3, SQSTM1, DDX6, GGNBP2, CUL3, AW549877, ATP1A1, RAP1B, PPP2CB, STIP1, SRR, SNX2, SFRS5, UBB, DDRGK1, TMEM66, TRA2A, DHX38, SLC38A2, SKIL, TBC1D15, OSBPL9, MLL1, HSPA9, CD164, PLEKHA2, STAT3, IRGM1, MLL5, NTAN1, NFKBIA, CCT6A, PER1, RNF145, EIF5, BCL6, PDCD4, REL, UBE2O, HBP1, SERINC1, STT3B, HNRNPC, EIF3D
180	GATA2_ChIP-Seq_MEGAKARYOCYTES_Human	1.16e-06	-0.07	0.96	CEBPB, CLIC4, DGKD, BRI3, DGKA, DENND3, SLC4A1, BACH2, SOCS3, SNX2, LMNA, PLCG2, CCR7, HMGN2, ELOVL5, KLF2, GADD45G, CD2, PTP4A2, RNF145, FCHSD2, KLF9, ARHGEF3, TXNIP, MYH9, RPS24
181	PPARG_ChIP-Seq_THIOMACROPHAGE_Mouse	1.29e-06	-0.06	0.82	DYRK3, 2310016C08RIK, LENG9, EMP1, TNFAIP3, CXCR4, IRS2, PLRG1, TGFBR2, GNA13, SOCS3, KLF7, KLF6, CD6, ARIH2, MYH9, PIM3, TMBIM6, CD69, SCD1, CYTIP, CSNK1G2
182	WT1_ChIP-ChIP_Wilms tumor-derived CCG99_11	3.94e-05	-0.06	0.55	EGR2, FCHSD2, TSC22D3, MORF4L2, STAT3, POLR1D, CXCR4, MLL5, ATF3
183	MYC_ChIP-ChIP_MEDULLOBLASTOMA_Human	1.11e-06	-0.04	0.54	GYPA, CLIC4, LDB1, SATB1, CETN3, TNFAIP3, IRS2, RELA, TBK1, SFRS5, UNC45A, CSNK1G3, RNF44, TPM4, ELOVL5, GADD45A, ARRDC3, HMHA1, ZCRB1, YWHAZ, HS3ST1, TGFBR2, PER1, PTP4A2, MORF4L1, RPS29, REL, FOSB, SERINC1, PFDN5
184	BMI1_ChIP-Seq_MEFC_Mouse	7.50e-06	-0.03	0.37	CHKA, TPM4, SH2D2A, ATP10D, CD3G, CD1D1, DDRGK1, ARPC3, RPS29, KLF9, MKNK2, PLCG2, ARIH2, XCL1, DHX38, EIF3F, BC031781, HIST1H1C
185	NANOG_ChIP-ChIP_MESC_Mouse	4.89e-04	-0.04	0.32	SOCS3, RPO2TC1, IMPACT, PPP1R10, SCD1, NTAN1, SQSTM1, RELA, GADD45G, HIST1H1C
186	CTCF_ChIP-Seq_MESC_Mouse	4.26e-07	-0.01	0.18	ISCA1, GYPA, RPL32, PPP1R10, WBP2, H2-DMA, SNF1LK, ATP2A3, SLC2A1, TNFAIP3, CXCR4, STK4, ETS2, RPS15, PPP2CB, SERPINB1A, SOCS3, RPL18A, POLD1, 1110007M04RIK, UNC45A, CD164, LMO2, LSM4, GTPBP4, EIF3S5, SLC25A37, EIF3S4, FCHSD2, ARPC3, RPS29, FOSB, RPL27
187	TBX3_ChIP-Seq_MESC_Mouse	5.85e-06	-0.01	0.13	CD97, EGR2, GYPA, OAT, BTG1, EMP1, JOSD2, ZCRB1, KLF4, LITAF, ETS1, FOXO1, KLF2, RAP1B, KLF7, DAD1, KLF9, ARHGEF3, RANBP10, PLCG2, CTLA4, RABAC1, SLC38A2, RPS24
188	MYCN_ChIP-Seq_SHEP-21N_Human	9.46e-01	1.49	-0.08	CUL3
189	TRIM28_ChIP-ChIP_NTERA2_Human	9.72e-01	4.02	-0.11	PLK3, CLIC4, MEF2C, BTG1, OAT, DGKD, CHKA, CUL3, CETN3, CHD7, EMP1, IRS2, BACH2, CD2, LASS2, KLF6, CNR2, DAD1, SNX8
190	ERG_ChIP-ChIP_JURKAT_Human	9.19e-01	1.64	-0.13	ACTN2
191	SOX2_ChIP-ChIP_MESC_Mouse	2.08e-05	0.02	-0.16	DYRK3, WSB1, H3F3B, TPM4, HMHA1, ZCRB1, SMG7, KLF2, GADD45G, ZFP36L1, NFKBIA, GNA13, SOCS3, IMPACT, UBL3, UBB, KLF9, CCR6, SLC38A2
192	HOXD13_ChIP-ChIP_invivo in developing limbs_Mouse	7.84e-01	1.79	-0.42	RHBDL2
193	NANOG_ChIP-ChIP_HESC_Human	8.29e-05	0.06	-0.52	CLIC4, CD82, RPL32, STXBP2, CETN3, NEDD9, BZW2, ZFP36L1, GNA13, SOCS3, TBK1, TMEM23, NFKBIZ, DHX38, SKIL, RPS13, PRNP, STAT3, WBP11, EIF3S5, MORF4L1, KLF7, KLF6, MORF4L2, RASA1, RANBP10, XCL1, HBP1, ATF4
194	ESR1_ChIP-Seq_MCF-7_Human	1.07e-04	0.06	-0.53	CD97, PTP4A2, MREG, H3F3B, TSC22D3, SLC2A1, IRS2, JUNB, ATF3
195	CTNNB1_ChIP-Seq_LGR5+ INTESTINAL STEM _Human	7.19e-01	1.83	-0.58	CXCR4
196	IRF8-22096565_ChIP-ChIP_GC-B_Human	2.60e-04	0.07	-0.59	GNA13, PER1, CD74, DGKA, LMO2, NFKBIZ, SMG7, HERPUD1
197	AR_ChIP-Seq_LNCAP _Human	6.76e-01	1.61	-0.61	AKAP8L, IRS2
198	FOXP2_ChIP-ChIP_NEURO2A_Mouse	2.30e-05	0.06	-0.63	1300018I05RIK, H2-EB1, CLIC4, PPP1R10, LRMP, VPS37B, SCOTIN, ZFP36L1, PTP4A1, KLF6, ZNRD1, FCHSD2, CNR2, UBB, TMEM66, 5730469M10RIK, UTX, REL, RPL27, HIST2H3C1, HIST1H3H, MATR3, CTSE, TBC1D15
199	CTNNB1_ChIP-ChIP_FETAL BRAIN_Human	5.55e-01	1.32	-0.75	TPST2, DDRGK1, PPP1R10, LENG9, FOSB
200	PIAS1_ChIP-Seq_VCAP_Human	1.11e-05	0.07	-0.77	CSNK1G3, KLF13, SATB1, CHD7, NEDD9, IRS2, KLF4, SORL1, ETS1, ETS2, FAM134B, RNF145, UGCG, BCL6, DAD1, RPS29, TAX1BP1, SLC38A2, MARK2
201	NACC1_ChIP-ChIP_MESC_Mouse	5.19e-05	0.09	-0.8	PLK3, DYRK3, MREG, H3F3B, TPM4, ODC1, CXCR4, BZW2, KLF2, ZFP36L1, NFKBIA, GNA13, UBL3, UBB, CCL5, KLF9, ARIH2, CCR6
202	NR3C1_ChIP-Seq_MCF10A_Human	1.62e-06	0.07	-0.91	CEBPB, CD83, BTG1, CD82, CXCR5, SLC2A1, IRS2, DENND3, FOXO1, AQP1, SOCS3, FAM102A, UBL3, ARIH2, HMGN2, SNX8, CSNK1G3, WSB1, PLEKHA2, JOSD2, SORL1, TGFBR2, KLF6, BCL6, RPS29, POLR1D
203	PRDM16_ChIP-ChIP_PALATE MESENCHYMAL_Mouse	6.16e-01	2.01	-0.94	DAZAP2
204	CDKN2AIP_ChIP-Seq_CORTICAL_Neurons	6.19e-01	2.03	-0.94	PRKAR1A
205	FOXP3_ChIP-Seq_TREG_Human	1.17e-07	0.07	-1.01	RPL3, RPL32, RPL12, AKAP8L, NEDD9, LRMP, SMG7, BZW2, USE1, SAMSN1, BACH2, ZC3H12D, STIP1, UBB, UROD, GPR171, NFKBIZ, DHX38, SRGN, CD164, EGR2, MREG, H3F3B, ELF1, FCHSD2, BCL6, PRKAR1A, POLR1D, TXNIP, RPL24, HBP1, EIF3F
206	DROSHA_ChIP-Seq_HELA_Human	4.77e-01	1.51	-1.07	PTP4A1, CPM, PDE4B, HIST1H1C
207	ZNF652_ChIP-ChIP_ZR75-1_Human	5.85e-01	2.11	-1.09	PPP1R10
208	PADI4_ChIP-ChIP_MCF7_Human	3.62e-06	0.1	-1.16	CSNK1G3, DAZAP2, HSPA8, MBNL1, PPP1R10, CXCR5, NEDD9, WBP11, SMG7, STK4, SORL1, ZFP36L1, NFKBIA, TBK1, ZNRD1, UBL3, STK17B, NFKBIZ, TAX1BP1, DHX38, HBP1, HNRNPC, HMGN2, MARK2
209	TP53_ChIP-ChIP_R1E_Mouse	4.31e-06	0.1	-1.17	DYRK3, SATB1, DGKA, CXCR4, ADRB2, ZFP36L1, ALAD, GNA13, RABGEF1, UBL3, SLC38A2, EMD, RPL19, JMJD3, EGR2, H2-EB1, EGR3, MREG, LMO2, GADD45G, PTP4A1, KLF9, PRKD2, PFDN5, ATF3
210	HCFC1_ChIP-Seq_MESC_Mouse	4.28e-01	1.5	-1.21	RNF44, DHX38, RPL27
211	KLF4_ChIP-Seq_ATHEROSCLEROSIS LESION_Mouse	5.63e-07	0.09	-1.25	DDX6, BTG1, CUL3, LITAF, BACH2, ZFP36L1, RAP1B, TRA2A, ARIH2, SLC38A2, KPNA1, HSPA9, MAP3K1, EGR3, LMO2, PLAUR, PLRG1, MLL5, YWHAZ, HS3ST1, TGFBR2, PTP4A2, DAD1, RPS29, RPL24, EIF3F, STT3B, EIF3D
212	TFEB_ChIP-Seq_HELA_Human	9.22e-06	0.12	-1.34	UVRAG, CD164, CDV3, RNF44, WBP2, GADD45A, TNFAIP3, STK4, GNA13, TBK1, NGFRAP1, SNX2, BCL6, UROD, STK17B, TXNIP, HBP1, UBA52, ATF4, RPL19
213	PPARG_ChIP-PET_3T3-L1 preadipocyte _Mouse	3.58e-01	1.38	-1.35	ALAD, PIM3, ETS2
214	SUZ12_ChIP-Seq_MESC_Mouse	4.43e-01	1.79	-1.4	SNN, EGR3, LBH, SATB1, CXCR4, BC030476, ATF3, BACH2, TGFBR2
215	ZFP322A_ChIP-Seq_MESC_Mouse	5.07e-01	2.28	-1.49	LITAF
216	TRIM28_ChIP-Seq_HEK293_Human	5.07e-01	2.3	-1.5	EGR1
217	CEBPD_ChIP-Seq_MEF_Mouse	6.25e-05	0.17	-1.59	HSPA9, MBNL1, BTG1, GADD45A, CHD7, IRS2, KLF4, TGFBR2, MORF4L1, TBK1, RASA1, REL, TAX1BP1, RPS24
218	SOX2_ChIP-Seq_MESC_Mouse	2.01e-04	0.2	-1.62	MREG, GADD45A, CHD7, KLF2, GADD45G, ZFP36L1, KLF7, SOCS3, UBB, HBP1, JUNB, CSNK1G2, HIST1H1C
219	TP53_ChIP-PET_HCT116_Human	1.43e-01	0.94	-1.73	DYRK3, WSB1, GADD45A, ATF3, HS3ST1, KPNA1
220	JARID2_ChIP-Seq_MESC_Mouse	3.94e-01	2.04	-1.82	CPM, EGR2, PRR7, EGR3, CD83, H2-Q6, LMO2, CXCR4, ATF3, HOPX, GADD45G
221	STAT1_ChIP-Seq_HELA_Human	2.55e-01	1.41	-1.82	CD97, NUDC, KLF6, SNX2, TFRC, PLEKHA2, PPP1R10
222	NANOG_ChIP-Seq_MESC_Mouse	1.37e-09	0.09	-1.83	DYRK3, LDB1, D16ERTD472E, CHD7, SLC2A1, SMG7, BACH2, RABGEF1, UBL3, MYD116, ARIH2, CCR7, CCR6, SCD1, 1110007M04RIK, RPS13, HIST1H1C, CD97, CDV3, MEF2C, ST6GAL1, TPM4, ATP1B3, ZCRB1, GTPBP4, IRF1, MYH9, ATF3, E330018D03RIK, SATB1, HVCN1, LENG9, BHLHB2, CXCR4, ATP1A1, ZFP36L1, RAP1B, GNA13, UGCG, SERPINB1A, SOCS3, H2-EA, TMEM23, PLCG2, SKIL, PLK3, GNA-RS1, PLEKHA2, GADD45A, KLF2, GADD45G, CD2, NFKBIA, CD6, RPS29, KLF9, UBE2O
223	VDR_ChIP-Seq_LCL-AND-THP1_Human	2.89e-01	1.57	-1.87	CD97, RPL12, VPS37B
224	SMAD3_ChIP-Seq_HESC_Human	4.52e-05	0.21	-1.95	DDX6, CLIC4, CD83, DGKD, ODC1, NEDD9, CXCR4, ETS1, SAMSN1, ETS2, GNA13, NUAK2, TMEM66, RNF19A, PDE4B, SLC38A2, GADD45A, PLAUR, KLF4, HS3ST1, TGFBR2, KLF7, KLF6, MORF4L2, PDCD4, STT3B, ATF3
225	EGR1_ChIP-ChIP_M12_Human	1.73e-01	1.2	-2.0	EGR2, CASP1, GTPBP4, ETS2
226	SRY_ChIP-ChIP_TESTIS_Rat	2.02e-01	1.32	-2.01	CD74, LMNA, RPS24
227	STAT3_ChIP-Seq_IMN-ESCS_Mouse	1.41e-08	0.12	-2.08	CPM, BTG1, CD83, TNFAIP3, LRMP, FOXO1, ZFP36L1, RAP1B, STIP1, CTLA4, SKIL, RPS13, KPNA1, NDEL1, OSBPL9, CD97, UVRAG, MAP3K1, KLF13, CHKA, GADD45A, ARRDC3, EMP1, ZCRB1, MLL5, KLF4, SORL1, YWHAZ, KLF2, GADD45G, NFKBIA, MORF4L1, KLF7, KLF6, STK17B, KLF9, TAX1BP1, MYH9, 2310044H10RIK
228	NOTCH1_ChIP-ChIP_T-ALL_Human	2.83e-01	1.73	-2.09	RPL18A, CD3D
229	EED_ChIP-ChIP_MESC_Mouse	2.05e-01	1.39	-2.1	HIST2H3B, EGR3, CXCR4, HIST2H3C1, ATF3, HS3ST1, BACH2, GADD45G, TGFBR2
230	KDM6A_ChIP-ChIP_U937 AND SAOS2_Human	1.76e-01	1.27	-2.11	OSBPL9, ZNRD1, UROD, BXDC2, DHX38, ATF4
231	SMAD4_ChIP-Seq_HESC_Human	2.75e-06	0.17	-2.12	CEBPB, CLIC4, CD83, SH2D2A, ODC1, NEDD9, CXCR4, IRS2, CD3E, ETS1, SAMSN1, ETS2, FOXO1, GNA13, LBH, UROD, TMEM66, RNF19A, LMNA, CTLA4, SLC38A2, SKIL, MARK2, HMGN1, PLK3, HSPA8, ST6GAL1, GADD45A, PLAUR, PLRG1, KLF4, HS3ST1, GTPBP4, KLF2, TGFBR2, CD2, NFKBIA, KLF7, KLF6, NGFRAP1, MORF4L2, ARHGEF3, MYH9, STT3B, ATF3
232	CTBP1_ChIP-Seq_LNCAP_Human	2.85e-01	1.77	-2.13	MAP4K1, RABGEF1, SH2D2A, CHD7, KLF9, NFKBIZ, CXCR4, RABAC1, SLC38A2, USE1, ZFP36L1
233	ETV2_ChIP-Seq_MESC_Mouse	2.58e-01	1.67	-2.15	EGR1, CD74, CD164, CSNK1G3, FCHSD2, CD6, TCF25, NRM, CD3D, KPNA1
234	IRF1_ChIP-Seq_MONOCYTES_Human	1.37e-01	1.14	-2.15	GNA13, CD274, PRKD2, ETS1, AQP1
235	ZNF274_ChIP-Seq_K562_Hela	1.17e-01	1.12	-2.29	WSB1, RPS29, DAD1, STT3B, RABAC1
236	RXRA_ChIP-Seq_LIVER_Mouse	3.65e-09	0.13	-2.33	CPM, H2-T23, DYRK3, GGNBP2, BTG1, TFRC, CUL3, ODC1, NRM, RELA, SOCS3, SNN, CD1D1, PUF60, TMEM66, SESN1, NFKBIZ, HIST1H3H, SKIL, KPNA1, PLK3, EGR2, ST6GAL1, CHKA, ACTN2, D19WSU162E, ARRDC3, LMO2, CHCHD10, PLRG1, VPS37B, GTPBP4, GNL3, TGFBR2, GM1821, KLF6, RPL27, HBP1, LRP10, SQSTM1, CSNK1G2, RPS24, ATF4
237	EP300_ChIP-Seq_HL-1_Mouse	1.52e-02	0.6	-2.38	MBNL1, BTG1, ACTN2, CIRBP, TNFAIP3, JOSD2, ATP1A1, ETS2, BACH2, KLF7, LBH, NUAK2, ARPC3, PDE4B, HBP1
238	EOMES_ChIP-Seq_HESC_Human	6.84e-06	0.21	-2.4	JMJD3, OAT, RPL3, GCH1, TSC22D3, STAT3, PLAUR, ATP1A1, NTAN1, GTPBP4, SRR, TBK1, LBH, UBB, PRKAR1A, UROD, TAX1BP1, RANBP10, PLCG2, PDE4B, HIST1H3H, RPL19
239	JARID2_ChIP-Seq_MESC_Mouse	2.60e-01	1.89	-2.43	PANK4, A430107D22RIK, EGR2, EIF5, EGR3, CD83, PLEKHA2, SATB1, LMO2, PLCG2, CXCR4
240	TP63_ChIP-ChIP_HaCaT_Human	1.68e-01	1.44	-2.44	CEBPB, IRF1, MLL5
241	MEF2A_ChIP-Seq_HL-1_Mouse	2.95e-04	0.31	-2.44	MAP4K1, DDX6, CDT1, RNF44, DGKD, TCF25, D19WSU162E, ZFAND2A, JOSD2, ATP1A1, LSM4, PTP4A2, KLF7, ELF1, LBH, BCL6, TRA2A, HBP1, 1110007M04RIK, BC031781
242	ESR1_ChIP-ChIP_T-47D_Human	9.23e-02	1.08	-2.45	LASS2, PTP4A2, CCR6, ZFP36L1
243	ELF5_ChIP-Seq_T47D_Human	2.31e-05	0.24	-2.47	HSPA8, MEF2C, TFRC, RPL32, ELOVL5, STXBP2, SLC2A1, IRS2, VPS37B, JOSD2, SMG7, LITAF, GTPBP4, SFRS5, TMEM66, IRF1, MORF4L2, ARHGEF3, PIM3, JUNB, PFDN5, RPS24, ARF6
244	CDX2_ChIP-Seq_CACO-2_Human	4.72e-02	0.88	-2.55	PTP4A1, NUAK2, GADD45A, RPS29, NEDD9, TNFAIP3, KLF4, ETS1
245	CEBPB_ChIP-Seq_LIVER_Mouse	8.25e-02	1.08	-2.55	NISCH, UNC45A, PER1, RPL3, BCL6, ATF3
246	HTT_ChIP-ChIP_STHdh_Human	3.64e-02	0.81	-2.55	OSBPL9, RASA1, LMO2, TAX1BP1, CTLA4, SAMSN1, JUNB, RELA, IGHG
247	POU5F1_ChIP-ChIP_HESC_Human	2.66e-02	0.76	-2.6	KLF7, RPL32, CD82, TMEM23, STAT3, TRA2A, XCL1, SKIL, GADD45G, ZFP36L1
248	THAP11_ChIP-Seq_MESC_Mouse	8.02e-02	1.1	-2.62	PANK4, EIF3S4, MORF4L1, RNF44, UBL3, DAD1, WBP2, SESN1, BXDC2, JOSD2, ATF4
249	SOX9_ChIP-ChIP_TESTIS_Rat	3.97e-01	3.01	-2.66	UBA52
250	IRF8_ChIP-ChIP_J774_Mouse	1.13e-03	0.41	-2.67	CD74, CD274, KLF7, NAPSA, H2-DMB1, H2-M3, CASP1, GIMAP6, UBE1L
251	YY1_ChIP-Seq_MESC_Mouse	7.52e-02	1.1	-2.68	MORF4L1, PPP1R10, D19WSU162E, UBA52, YWHAZ, USE1, ACTB
252	NR4A2_ChIP-ChIP_MN9D_Mouse	8.21e-02	1.15	-2.72	IGH-VJ558, KLF7, PPP1R10, HBA-A1
253	EGR1_ChIP-ChIP_THP-1_Human	2.45e-05	0.27	-2.73	EGR1, STAT3, PLAUR, HBP1, MLL5, ATF4
254	TCF4_ChIP-ChIP_LS174T_Human	3.38e-02	0.85	-2.74	IBRDC3, DGKD, LBH, CUL3, BHLHB2, XCL1, TXNIP, ATP1A1
255	GABP_ChIP-ChIP_JURKAT_Human	6.31e-03	0.57	-2.75	CD164, RPL32, PPP1R10, PLRG1, WBP11, GTPBP4, EIF3S5, BXDC2, MORF4L2, TAX1BP1, DHX38, RPL27, SERINC1, PFDN5, TBC1D15, MARK2
256	TCF7L2_ChIP-Seq_H4IIE_Rat	6.99e-02	1.09	-2.75	ALAD, WSB1, OAT, UBL3, MREG, GADD45A, PDE4B, NEDD9, BACH2
257	CIITA_ChIP-ChIP_Raji B and iDC_Human	3.73e-01	2.92	-2.75	MLL5
258	HNF4A_ChIP-ChIP_CACO-2_Human	7.11e-04	0.41	-2.83	CD74, UVRAG, CHKA, IFNGR1, LENG9, EMP1, NEDD9, MLL5, ETS1, NFKBIA, ZNRD1, PRKAR1A, ARPC3, DAD1, PIM3, RPL27, HBP1, MARK2, ATF4, ARF6
259	IRF1_ChIP-ChIP_H3396 _Human	7.06e-02	1.13	-2.83	CD97, PDE4B, RPL24, ATF3
260	EWS-FLI1_ChIP-Seq_SK-N-MC_Human	8.47e-02	1.23	-2.86	CDV3, CEBPB, FCHSD2, BCL6, F2R, PDE4B, CTLA4, MLL5
261	RCOR2_ChIP-Seq_MESC_Mouse	4.07e-02	0.95	-2.87	CD97, CDT1, RNF44, 1810026B05RIK, SLC2A1, CCR7, RPS24
262	POU3F2_ChIP-ChIP_501MEL_Human	1.82e-01	1.8	-2.93	CSNK1G3, MBNL1, MEF2C, ARRDC3, CETN3, IRS2, PLRG1, WBP11, BZW2, SAMSN1, TGFBR2, PRKAR1A, GPR171, KLF9, REL, HBP1, HIST1H3H
263	HIF1A_ChIP-Seq_MCF7_Human	1.18e-03	0.45	-2.93	WSB1, TFRC, ARRDC3, BHLHB2, SLC2A1, MIF, MLL5, SLC38A2, ZFP36L1
264	PPARD_ChIP-Seq_MDA-MB-231_Human	2.85e-04	0.38	-2.93	ISCA1, CHKA, GADD45A, STXBP2, NEDD9, GNA13, FTH1, PDE4B, TXNIP, MYH9, STT3B, EIF3D, HIST1H1C
