	Term	p-value	z-score	CS	Related Genes
24	BHLHE40_MEL cell line_mm9	4.54e-13	-1.63	40.8	RB1, ISCA1, CMAS, PIGQ, CETN3, UBE2L6, RABGEF1, FAM134A, FTL1, TUBB5, NPTN, CTSE, HMGN2, LBR, BCAS2, CTSB, MAP2K3, ACSL1, APLP2, IFRD2, SPHK1, DYNLL1, MRPS18C, NGFRAP1, EEF1D, PSME3, 2310022B05RIK, MORF4L2, HAT1, HAGH, ABCG4, ATF4, TBCEL, GYPC, SLC43A1, ENDOD1, CLCN3, SAMSN1, DEDD2, UGCG, SRR, BTAF1, UBB, WBP5, E2F1, ST3GAL5, SLC38A2, FN3K, RBM38, FAHD1, SIVA1, GCH1, GADD45A, RPA1, ASNS, MARCH8, MEMO1, MT1, RPS26, 1700037H04RIK, SLC25A37, D17WSU92E, SLC25A39, SLC6A9, HDGF, AARS
25	TAF7_K562_hg19	8.12e-13	-1.65	40.63	AHCTF1, RPL3, TFRC, CETN3, ODC1, HIST2H2AB, COMT, SAMSN1, PSMD8, TUBA1B, RPS16, HIST1H2AD, HIST1H2AG, RPS2, HMGN2, SLC38A2, HIST1H1C, HSPA8, RPL41, H3F3B, HIST1H2AI, TXNRD2, RPS8, HIST1H2AH, APLP2, PABPC4, ARRDC3, H2AFX, RPS3A, HNRNPAB, RPS26, EEF1G, NDUFS7, ANP32E, MCM4, RHAG, PABPC1, RPS24, ATF4
26	IRF1_K562_hg19	5.98e-14	-1.49	39.92	RB1, OTUD5, ISCA1, CMAS, TFRC, ATP5C1, ICAM4, UBE2L6, PSMD8, RABGEF1, FAM134A, PSMD4, UROD, RNF19A, FTH1, NUSAP1, HMGN2, TMEM14C, RSAD2, HIST1H2AI, RPS8, RPL23, APLP2, AP1B1, DNTTIP1, CARHSP1, KEL, BOLA3, HAT1, RPL24, TXNIP, XIST, UBA52, GYPC, FECH, ENDOD1, CDCA8, MRPL14, ATP5H, ADIPOR1, DEDD2, NUP85, FIGNL1, NDUFV1, SLC38A2, KLHDC2, RPL41, H3F3B, SIVA1, GADD45A, EIF2AK1, MARCH8, LSM4, RPS26, ISG20, PQLC1, SLC6A9, RPS29, MKRN1, RANBP10, SERINC3, RPS24, RNF10, RNF11, CLIC4, FEN1, LDB1, MRPS12, RPL7A, SEC61G, ERMAP, BCAS2, RAB8B, PABPC4, SPHK1, H2AFX, ATPIF1, RPS3A, DYNLL1, EEF1G, TFDP2, EEF1D, BIRC5, PABPC1, HAGH, MCM6, ARF5, MCM2, WBP2, PON2, DLST, PPOX, TRAK2, DNAJB1, LMNA, E2F1, WBP5, E2F2, GCH1, SMOX, GINS4, PDAP1, SLC25A38, SLC25A37, GFI1B, CSDA, SLC25A39, EIF3K, EIF3I, LPCAT3, CENPL, CDKN3, GRINA
27	TBL1XR1_K562_hg19	4.16e-13	-1.57	39.49	FEN1, CLIC4, ARL6IP1, PIGQ, CETN3, MRPS12, HIST2H2AB, ATP5C1, UBE2L6, ICAM4, APEH, PSMD8, EEF1B2, RPL7A, RPS16, PSMD4, NUSAP1, HMGN2, FADS1, TAPT1, RAB8B, TMEM14C, BNIP3L, KLF13, IFRD2, SPHK1, PABPC4, ATPIF1, H2AFX, AP1B1, NIPA1, KIF22, RANGAP1, DYNLL1, PRKAB1, EEF1G, BOLA3, HAT1, BIRC5, PABPC1, CD47, HAGH, MNS1, ATF4, MCM2, GYPA, TBCEL, GYPC, FECH, CCDC23, ENDOD1, RPL36A, CDCA8, ATP5H, SAMSN1, PRDX2, CCNB1, NUP85, FIGNL1, WBP5, NDUFV1, CDR2, SPECC1, KLHDC2, PRNP, UBE2H, RPL41, FAHD1, GCH1, STARD10, GINS4, BSDC1, MARCH8, SOD1, RPS26, SLC25A38, MARCH2, ISG20, GFI1B, EIF5, SLC25A39, SLC6A9, RPS29, EIF3I, MKRN1, CENPL, UBE2O, TMCC2, SERINC3, RPS24, CDKN3, AARS
28	JUND_HepG2_hg19	6.54e-13	-1.57	38.86	RNF11, CLIC4, RPL3, TFRC, ARL6IP1, MRPS12, NUDT4, PSMD8, EEF1B2, RABGEF1, UROD, RNF19A, FTH1, RPLP2, LBR, FADS1, BCAS2, TMEM14C, HIST1H1C, MAP2K3, BNIP3L, GPX1, HIST1H2AI, SPHK1, APLP2, H2AFX, DNTTIP1, RPS3A, PLRG1, GTPBP2, DYNLL1, MRPS18C, CARHSP1, EEF1D, BOLA3, HAT1, TXNIP, RPL24, MCM4, MCM5, HAGH, ATF4, MCM2, RPL36A, DLST, CDCA8, ATP5H, CLCN3, TSPAN33, TRAK2, DNAJB2, PRDX2, DNAJB1, UBB, LMNA, RPS2, SLC38A2, NDUFV1, KLHDC2, PRNP, CDT1, UBE2H, RPL41, FAHD1, SIVA1, H3F3B, GADD45A, UROS, EIF2AK1, STARD10, PDAP1, BSDC1, MARCH8, ISG20, SLC25A37, SLC25A39, PQLC1, RPS29, PRC1, EIF3I, RPA3, CENPL, ANP32E, GCLM, SERINC3, RPS24, AARS
29	KAT2A_GM12878_hg19	4.49e-13	-1.54	38.69	RNF10, FEN1, RPL3, TFRC, ARL6IP1, MCM7, CETN3, HIST2H2AB, COMT, RPL7A, TUBA1B, RPS16, NPTN, NUSAP1, HIST1H2AD, HIST1H2AG, KNTC1, FADS1, HIST1H1C, BNIP3L, HIST1H2AI, RPS8, HIST1H2AH, PABPC4, RPL23, ATPIF1, H2AFX, ARRDC3, RPS3A, EEF1G, EEF1D, MORF4L2, RPL24, MCM4, TXNIP, PABPC1, MCM6, ODC1, CLCN3, SAMSN1, CENPA, DEDD2, DNAJB1, PRDX2, BTAF1, LMNA, RPS2, SLC38A2, HSPA8, RPL41, H3F3B, GADD45A, TXNRD2, MEMO1, HNRNPAB, LSM4, SOD1, RPS26, EIF5, RANBP10, ANP32E, SSBP3, RPS24
30	CHD1_MEL cell line_mm9	6.05e-12	-1.67	38.15	RPL3, RPL36A, DLST, ATP5H, MKI67, CENPA, DEDD2, TUBB5, UBB, SLC38A2, HSPA8, NFE2, CAR1, GPX1, PHF10, RYK, GADD45A, RPS8, GLRX5, UROS, ASNS, MEMO1, HCFC1, EEF1G, GFI1B, EIF5, EEF1D, TAL1, TXNIP, HDGF, CD47, PABPC1, GCLM, SERINC3, RPS24
31	FOS_MCF 10A_hg19	1.93e-13	-1.48	38.08	RB1, TFRC, ARL6IP1, ATP5C1, UBE2L6, APEH, PSMD8, EEF1B2, RABGEF1, UROD, FTH1, FNTB, NUSAP1, KNTC1, HMGN2, FADS1, TMEM14C, MAP2K3, BNIP3L, RSAD2, RPS8, IFRD2, RPL23, APLP2, ARRDC3, DNTTIP1, RFX2, PRKAB1, MRPS18C, IFI27, PSME3, BOLA3, HAT1, TXNIP, XIST, S100A9, TBCEL, COX17, CDCA8, PRDX2, CCNB1, UBB, NDUFV1, SLC38A2, CDR2, KLHDC2, PRNP, RPL41, UBE2H, H3F3B, GADD45A, STARD10, ASNS, MARCH8, LSM4, UBAC1, RPS26, ISG20, EIF5, PQLC1, MAFG, MKRN1, RANBP10, UBE2O, SERINC1, GCLM, SERINC3, RNF10, FEN1, MRPS12, ETFA, RPL7A, RPLP2, LBR, BCAS2, HIST1H1C, CTSB, ATPIF1, PLRG1, EEF1G, TFDP2, EEF1D, PABPC1, HAGH, MCM2, PON2, RPL36A, DLST, CLCN3, PPOX, TRAK2, DNAJB2, E2F1, FAHD1, GINS4, HNRNPAB, SOD1, SLC25A38, SLC25A37, CSDA, PHF5A, EIF3K, EIF3I
32	E2F4_myocyte_mm9	4.54e-13	-1.48	37.16	FEN1, CLIC4, RPL3, MCM7, ARL6IP1, MKI67, NUDT4, RPL7A, TUBB5, RPS16, FNTB, HIST1H2AF, FADS1, HIST1H1C, BNIP3L, HIST1H2AN, ATP6AP1, RPS8, HIST1H2AH, IFRD2, RPS3A, KIF22, RANGAP1, JOSD1, PRKAB1, D030056L22RIK, TFDP2, PACS2, HAT1, TXNIP, MCM5, MCM6, GGNBP2, FECH, UHRF1, CDCA8, DLST, PPOX, NT5C3, CENPA, 2700029M09RIK, DNAJB1, UBB, NUP85, FIGNL1, LMNA, E2F2, RPS2, PSMF1, NDUFV1, SLC38A2, RBM38, CDT1, RPL41, SIVA1, GINS4, RPA1, LSM4, HNRNPAB, 1700037H04RIK, SLC25A37, EIF5, PRC1, KLF9, HDGF, CDKN3
33	NFYB_HeLa-S3_hg19	1.38e-12	-1.52	36.89	CLIC4, ARL6IP1, CETN3, MRPS12, ETFA, GHITM, PSMD4, SEC61G, NUSAP1, FADS1, HIST1H1C, TMEM14C, RAB8B, MAP2K3, GPX1, ATP6AP1, HIST1H2AH, ATPIF1, RFX2, KIF22, MRPS18C, EEF1G, NGFRAP1, TFDP2, MORF4L2, HAT1, BLVRB, MCM5, PABPC1, MCM6, MCM2, UHRF1, WBP2, CDCA8, ATP5H, PPOX, TSPAN33, LMNA, RPS2, CDR2, HSPA8, GCH1, GADD45A, GINS4, RPA1, ASNS, DEK, HNRNPAB, LSM4, SOD1, MARCH2, SLC25A37, EIF5, PRC1, LPCAT3, MKRN1, CENPL, RANBP10, ANP32E, TMCC2, SERINC3, SSBP3, RPS24, CDKN3, AARS
34	POLR2A_liver_mm9	1.38e-12	-1.5	36.33	RNF10, CLIC4, MRPS12, HIST2H2AB, 1810064F22RIK, APEH, HS6ST1, NUDT4, RPL7A, TUBA1B, FTL1, PSMD4, UROD, HIST1H2AD, RPLP2, TAPT1, HIST1H1C, 2700097O09RIK, MAP2K3, BNIP3L, HIST1H2AI, GLRX5, APLP2, H2AFX, ARRDC3, PRKAB1, MRPS18C, HIST2H3B, CARHSP1, CYB5, BOLA3, ALDH1A1, TXNIP, 1100001G20RIK, PABPC1, UBA52, GGNBP2, WBP2, RPL36A, RPS27L, MRPL14, ATP5H, TSPAN33, 2700029M09RIK, UBB, PSMF1, SLC38A2, HIST1H3E, SPECC1, HSPA8, UBE2H, FAHD1, H3F3B, GCH1, GADD45A, BSDC1, MARCH8, TPCN1, SOD1, RPS26, EIF3K, RPA3, KLF9, AGRN, GRINA
35	POLR2A_endothelial cell of umbilical vein_hg19	5.92e-13	-1.46	36.32	RB1, OTUD5, ISCA1, TFRC, ARL6IP1, ATP5C1, APEH, NUDT4, PSMD8, EEF1B2, RABGEF1, RPS16, UROD, FTH1, RNF19A, NUSAP1, HIST1H2AD, KNTC1, HIST1H2AG, BNIP3L, HIST1H2AI, RPS8, IFRD2, RPL23, APLP2, AP1B1, RFX2, MRPS18C, NGFRAP1, IFI27, BOLA3, HAT1, RPL24, UBA52, ATF4, TBCEL, GGNBP2, COX17, SAMSN1, UGCG, PRDX2, CCNB1, NUP85, FIGNL1, BAG1, CDR2, HIST1H3E, KLHDC2, SPECC1, SLMO2, RPL41, PHF10, MEMO1, MARCH2, RPS26, EIF5, PQLC1, RPS29, ANP32E, SERINC1, GCLM, RPS24, AARS, RNF10, RNF11, CLIC4, DYRK3, FEN1, LDB1, CETN3, ETFA, RPL7A, NPTN, ERMAP, TAPT1, GPX1, ATP6AP1, H2AFX, RPS3A, PLRG1, DYNLL1, EEF1G, PABPC1, MNS1, ARF5, MCM2, PON2, ODC1, DLST, RPS27L, CLCN3, NT5C3, TRAK2, DNAJB2, DNAJB1, WBP5, E2F2, SNCA, RBM38, GCH1, SMOX, GINS4, PDAP1, HNRNPAB, SOD1, TPCN1, EIF3I, CENPL, CDKN3
36	NFYA_GM12878_hg19	1.38e-12	-1.48	35.92	OTUD5, ARL6IP1, CETN3, MRPS12, HIST2H2AB, ETFA, PSMD4, SEC61G, NUSAP1, RPLP2, HIST1H2AD, HIST1H2AG, HIST1H1C, MAP2K3, KLF13, ATP6AP1, HIST1H2AI, HIST1H2AH, GLRX5, ATPIF1, H2AFX, ARRDC3, RFX2, KIF22, TFDP2, PGP, TXNIP, MCM5, MCM6, MNS1, HAGH, WBP2, CDCA8, ATP5H, PPOX, CENPA, CCNB1, FCHO1, E2F1, RPS2, CDR2, HSPA8, FAHD1, SIVA1, H3F3B, GADD45A, GINS4, BSDC1, LSM4, HNRNPAB, SOD1, MARCH2, SLC25A37, EIF5, PHF5A, PRC1, LPCAT3, CENPL, RANBP10, ANP32E, TMCC2, SERINC3, SSBP3, AARS, CDKN3
37	FLI1_megakaryocyte_mm9	1.93e-12	-1.48	35.4	AHCTF1, ISCA1, FEN1, RPL3, ARL6IP1, MRPS12, ATP5C1, PSMD8, ALAD, RABGEF1, RPS16, SEC61G, HIST1H2AD, RPLP2, HIST1H2AG, KNTC1, GPX1, HIST1H2AH, RPL23, GLRX5, H2AFX, DNTTIP1, RPS3A, PLRG1, KIF22, PRKAB1, D030056L22RIK, HCFC1, MRPS18C, PACS2, HAT1, TAX1BP1, BIRC5, TXNIP, RPL24, MCM4, MCM5, MCM6, ATF4, UHRF1, COX17, CDCA8, DLST, NT5C3, 2700029M09RIK, DNAJB1, BTAF1, FIGNL1, BAG1, PSMF1, NDUFV1, KLHDC2, CDT1, RPL41, H3F3B, RIOK3, EIF2AK1, GINS4, LSM4, SLC25A38, PHF5A, EIF5, EIF3K, EIF3I, RPA3, SERINC1, SERINC3
38	NELFE_K562_hg19	2.00e-11	-1.62	35.33	HSPA8, RPL41, RPL3, H3F3B, ARL6IP1, HIST1H2AI, TFRC, HIST1H2AH, GADD45A, H2AFX, ODC1, HIST2H2AB, HNRNPAB, TUBA1B, RPS16, EIF5, FTH1, NUSAP1, HIST1H2AD, HIST1H2AG, RPS2, PABPC1, ATF4, HIST1H1C
39	IRF3_GM12878_hg19	1.38e-12	-1.45	35.02	OTUD5, MRPS12, CETN3, APEH, PSMD4, SEC61G, NUSAP1, RPLP2, HIST1H2AD, KNTC1, HIST1H2AG, LBR, MAP2K3, ATP6AP1, HIST1H2AI, HIST1H2AH, IFRD2, APLP2, GLRX5, ATPIF1, H2AFX, RFX2, KIF22, RANGAP1, MRPS18C, PGP, BLVRB, RPL24, TXNIP, MCM5, MNS1, MCM6, HAGH, WBP2, CDCA8, ATP5H, PPOX, CENPA, CCNB1, UBB, FCHO1, E2F1, CDR2, FAHD1, H3F3B, GINS4, BSDC1, COX6C, HNRNPAB, MARCH2, SLC25A37, EIF5, PHF5A, PRC1, RPS29, LPCAT3, ANP32E, RANBP10, CENPL, TMCC2, SERINC3, SSBP3, RPS24, AARS, CDKN3
40	ATF1_K562_hg19	1.20e-11	-1.57	35.02	RB1, TFRC, MRPS12, CETN3, PSMD8, EEF1B2, UROD, FTH1, RNF19A, FNTB, HIST1H2AG, FADS1, BCAS2, TAPT1, BNIP3L, APLP2, IFRD2, RPL23, ATPIF1, DNTTIP1, KIF22, RANGAP1, PRKAB1, MRPS18C, IFI27, TXNIP, RPL24, MCM6, ARF5, MCM2, HEMGN, GYPA, TBCEL, RPL36A, ATP5H, PPOX, ADIPOR1, SAMSN1, CCNB1, UBB, WBP5, NDUFV1, SLC38A2, UBE2H, RPL41, H3F3B, GINS4, BSDC1, LSM4, UBAC1, RPS26, ISG20, PQLC1, EIF3K, EIF3I, MKRN1, CENPL, RANBP10, UBE2O, RHAG, SERINC3, RPS24, AARS
41	CHD1_CH12.LX_mm9	1.20e-11	-1.54	34.36	RNF10, ISCA1, DYRK3, TFRC, MCM7, LDB1, HIST2H2AB, NUDT4, TUBA1B, FTL1, TUBB5, RPS16, RNF19A, NPTN, TLK1, CTSE, LBR, TAPT1, HIST1H1C, HIST1H2AN, HIST1H2AI, HIST1H2AH, H2AFX, RPS3A, JOSD1, THOC7, HCFC1, EEF1G, HIST2H3B, EEF1D, MORF4L2, IGTP, BIRC5, MCM4, MCM5, PABPC1, CD47, ATF4, RPL36A, DLST, RPS27L, ATP5H, DEDD2, PRDX2, ARHGAP21, UBB, FIGNL1, E2F2, SLC38A2, HIST1H3E, KLHDC2, CDT1, HSPA8, PHF10, UROS, HNRNPAB, SOD1, RPS26, EIF5, PRC1, RPS29, ANP32E, HDGF
42	NFYA_HeLa-S3_hg19	1.20e-11	-1.52	33.8	OTUD5, ISCA1, FEN1, LDB1, ARL6IP1, CETN3, ETFA, ALAD, TUBA1B, PSMD4, FTH1, RNF19A, HMGN2, HIST1H1C, RAB8B, MAP2K3, GPX1, APLP2, PABPC4, ATPIF1, DNTTIP1, RFX2, MRPS18C, EEF1G, NGFRAP1, TFDP2, EEF1D, BOLA3, BIRC5, MCM5, MCM2, FECH, DLST, CDCA8, ATP5H, TSPAN33, DNAJB1, BAG1, E2F1, ST3GAL5, SLC38A2, NDUFV1, SPECC1, UBE2H, GADD45A, GINS4, DEK, LSM4, HNRNPAB, TPCN1, MARCH2, ISG20, PHF5A, PQLC1, PRC1, LPCAT3, EIF3I, MKRN1, ANP32E, RANBP10, UBE2O, RPS24, CDKN3
43	TAF1_MCF-7_hg19	1.19e-11	-1.52	33.72	CLIC4, RPL3, TFRC, ARL6IP1, CETN3, HIST2H2AB, ETFA, PSMD8, RPL7A, RABGEF1, RPS16, PSMD4, SEC61G, FTH1, HIST1H2AD, HIST1H2AG, KNTC1, HIST1H1C, HIST1H2AI, RPS8, HIST1H2AH, RPL23, APLP2, PABPC4, ATPIF1, ARRDC3, H2AFX, RPS3A, KIF22, MRPS18C, EEF1G, RPL24, MCM4, PABPC1, UBA52, ATF4, RPL36A, RPS27L, UGCG, UBB, FIGNL1, BAG1, LMNA, RPS2, SLC38A2, RPL41, H3F3B, GCH1, GADD45A, PDAP1, ASNS, HNRNPAB, RPS26, EIF5, ANP32E, RANBP10, RPS24
44	SP1_K562_hg19	2.71e-11	-1.53	32.83	OTUD5, RPL3, ARL6IP1, CETN3, ATP5H, PPOX, CENPA, DNAJB2, ARHGAP21, UBB, PSMD4, FCHO1, UROD, BAG1, HIST1H2AG, RPS2, CDR2, HIST1H1C, HSPA8, KLF13, H3F3B, ATP6AP1, RPS8, HIST1H2AH, GLRX5, ATPIF1, ARRDC3, GINS4, H2AFX, RFX2, BSDC1, MARCH8, MEMO1, HNRNPAB, TPCN1, EIF5, NDUFS7, SLC6A9, EEF1D, MORF4L2, ANP32E, PGP, RANBP10, SSBP3, ATF4, CDKN3, AARS
45	IRF3_HeLa-S3_hg19	5.35e-12	-1.43	32.83	OTUD5, ARL6IP1, MCM7, CETN3, MRPS12, HIST2H2AB, ICAM4, PSMD4, SEC61G, NUSAP1, HIST1H2AD, HIST1H2AG, KNTC1, LBR, HIST1H1C, RAB8B, MAP2K3, ATP6AP1, HIST1H2AI, HIST1H2AH, GLRX5, ATPIF1, H2AFX, ARRDC3, RFX2, EEF1D, MORF4L2, PGP, TXNIP, MCM5, ANAPC5, HAGH, ATF4, CDCA8, ATP5H, PPOX, CENPA, CCNB1, FCHO1, E2F1, CDR2, HSPA8, FAHD1, SIVA1, H3F3B, GINS4, LSM4, HNRNPAB, TPCN1, MARCH2, SLC25A38, EIF5, PHF5A, COL5A1, KLF9, ANP32E, TMCC2, NCAPD3, CDKN3, AARS
46	CTCF_G1E-ER4_mm9	1.32e-11	-1.47	32.64	CLIC4, DYRK3, ISCA1, MRPS12, HIST2H2AB, ATP5C1, ICAM4, UBE2L6, COMT, PSMD8, FAM134A, RPS16, FNTB, HIST1H2AD, PSMD1, HIST1H2AG, HIST1H2AF, FADS1, HIST1H2AN, KLF13, HIST1H2AI, HIST1H2AH, DAPK2, PABPC4, H2AFX, AP1B1, RFX2, RPS3A, PRKAB1, D030056L22RIK, TFDP2, BOLA3, TXNIP, BLVRB, MCM5, PABPC1, CD47, HAGH, ANK, ARF5, WBP2, MGST3, RPL36A, CLCN3, PPOX, CCNB1, BAG1, NDUFV1, HIST1H3E, NFE2, HSPA8, CAR2, FAHD1, GCH1, H3F3B, TXNRD2, GADD45A, SEMA4B, EIF2AK1, GINS4, ASNS, MARCH8, DEK, LSM4, SLC25A38, RPS26, SLC25A37, 1810022K09RIK, RPS29, LPCAT3, CENPL, GCLM, SERINC3
47	POLR2A_HepG2_hg19	1.14e-12	-1.33	32.28	RB1, OTUD5, ISCA1, RPL3, TFRC, ARL6IP1, APEH, PSMD8, RABGEF1, FAM134A, RPS16, PSMD4, UROD, RNF19A, FTH1, NUSAP1, PSMD1, HIST1H2AG, KNTC1, BNIP3L, USP7, HIST1H2AI, HIST1H2AH, ACSL1, APLP2, ARRDC3, RFX2, DNTTIP1, MRPS18C, HCFC1, CARHSP1, PSME3, BOLA3, HAT1, TXNIP, RPL24, UBA52, ATF4, TBCEL, FECH, MGST3, ABCB4, COX17, ATP5H, UGCG, PRDX2, CCNB1, NUP85, FIGNL1, BAG1, RHBDL2, SLC38A2, NDUFV1, CDR2, FN3K, CDT1, HSPA8, RPL41, GADD45A, EIF2AK1, UROS, MARCH8, RPS26, MARCH2, PQLC1, RPS29, ANP32E, SERINC1, TMCC2, RPS24, AARS, RNF10, CLIC4, RNF11, FEN1, LDB1, CETN3, MRPS12, ETFA, HEBP1, ALAD, RPL7A, SEC61G, NPTN, BCAS2, RAB8B, CTSB, GPX1, ATP6AP1, PABPC4, ATPIF1, H2AFX, JOSD2, PLRG1, RANGAP1, EEF1G, BIRC5, CD47, PABPC1, MCM6, HAGH, MNS1, ARF5, UHRF1, PON2, SLC43A1, RPS27L, DLST, PPOX, CLCN3, CENPA, NT5C3, TRAK2, FAM132A, DNAJB1, SRR, LMNA, E2F2, RPS2, RBM38, FAHD1, SMOX, TXNRD2, RYK, SEMA4B, GINS4, PDAP1, SOD1, SLC25A37, SLC25A39, EIF3K, EIF3I, LPCAT3, CENPL, AGRN, CDKN3
48	POLR2AphosphoS5_G1E_mm9	2.35e-11	-1.47	31.82	RNF10, CLIC4, AHCTF1, ISCA1, DYRK3, MCM7, ARL6IP1, MRPS12, CETN3, HBB-B2, HIST2H2AB, ATP5C1, ALAD, PSMD4, SEC61G, RPLP2, 1300017J02RIK, CTSE, BCAS2, TMEM14C, MAP2K3, 2700097O09RIK, ATP6AP1, IFRD2, APLP2, ARRDC3, D030056L22RIK, HCFC1, EEF1G, KEL, EEF1D, PSME3, CYB5, IGTP, BIRC5, MCM4, TXNIP, ANAPC5, CD47, PABPC1, RPL36A, CDCA8, DLST, PPOX, CLCN3, ADIPOR1, NT5C3, CENPA, TRAK2, DNAJB2, PRDX2, CCNB1, NUP85, NDUFV1, HIST1H3E, PRNP, FAHD1, UROS, BSDC1, ASNS, IRGM1, PDAP1, SOD1, SH3YL1, PHF5A, 1810022K09RIK, PRC1, RPA3, KLF9, ANP32E, SERINC3, AARS
49	POLR2A_K562_hg19	4.00e-12	-1.35	31.37	RB1, ISCA1, RPL3, ARL6IP1, SLC4A1, APEH, COMT, MKI67, EEF1B2, PSMD8, RABGEF1, FAM134A, RPS16, PSMD4, UROD, FTH1, RNF19A, NUSAP1, HIST1H2AD, HIST1H2AG, HMGN2, TMEM14C, MAP2K3, RPS8, IFRD2, ARRDC3, AP1B1, RFX2, DNTTIP1, GTPBP2, THOC7, MRPS18C, CARHSP1, KEL, IFI27, BOLA3, PSME3, HAT1, TXNIP, XIST, UBA52, GYPA, TBCEL, GGNBP2, FECH, MGST3, COX17, ATP5H, SAMSN1, DEDD2, UGCG, CCNB1, NUP85, PRKAR2B, FIGNL1, BAG1, NDUFV1, CDR2, FN3K, HSPA8, UBE2H, SIVA1, GADD45A, EIF2AK1, UROS, BSDC1, ASNS, RPS26, ISG20, MARCH2, PQLC1, RPS29, MKRN1, ANP32E, RANBP10, SERINC3, RNF10, FEN1, CLIC4, DYRK3, RNF11, MCM7, LDB1, CETN3, MRPS12, ETFA, ALAD, NPTN, BCAS2, CTSB, RAB8B, ATP6AP1, GLRX5, SPHK1, PABPC4, ATPIF1, H2AFX, KIF22, PLRG1, RANGAP1, DYNLL1, EEF1G, NDUFS7, EEF1D, BIRC5, BLVRB, MCM4, PABPC1, MCM6, CD47, ARF5, MCM2, WBP2, DLST, RPS27L, PPOX, CLCN3, NT5C3, CENPA, TRAK2, DNAJB2, DNAJB1, FCHO1, LMNA, WBP5, TXNRD2, RYK, SMOX, SEMA4B, GINS4, RPA1, PDAP1, DEK, SOD1, TPCN1, SLC25A37, GFI1B, SLC25A39, EIF3K, PRC1, EIF3I, CENPL, GRINA, CDKN3
50	MAFK_HepG2_hg19	4.30e-11	-1.47	31.09	RNF11, FEN1, ISCA1, RPL3, ARL6IP1, MRPS12, HIST2H2AB, UBE2L6, EEF1B2, PSMD8, RPL7A, RPS16, PSMD4, UROD, SEC61G, FNTB, RPLP2, PSMD1, HIST1H2AG, BCAS2, FADS1, TMEM14C, MAP2K3, RPS8, IFRD2, RPL23, ATPIF1, ARRDC3, DNTTIP1, RPS3A, KIF22, PRKAB1, MRPS18C, HCFC1, EEF1G, BOLA3, MCM4, RPL24, HAGH, PABPC1, MCM6, UBA52, WBP2, RPL36A, RPS27L, ATP5H, PPOX, TRAK2, DNAJB2, NUP85, RPS2, CDR2, SPECC1, HSPA8, PRNP, RPL41, UBE2H, FAHD1, GCH1, H3F3B, GADD45A, TXNRD2, EIF2AK1, MARCH8, LSM4, HNRNPAB, SOD1, ISG20, RPS26, SLC25A37, EIF5, EIF3K, RPS29, PRC1, EIF3I, LPCAT3, MKRN1, CENPL, SERINC1, GCLM, SERINC3, RPS24
51	MAFK_MEL cell line_mm9	5.45e-10	-1.65	30.82	TBCEL, PIGQ, MKI67, HS6ST1, FTL1, SRR, TUBB5, FTH1, BAG1, FNTB, RPS2, ACSS1, SLC38A2, HIST1H3E, CTSB, ATP6AP1, SEMA4B, STARD10, BSDC1, MEMO1, PPBP, DYNLL1, GTPBP2, D17WSU92E, NDUFS7, MAFG, CYB5, TAX1BP1, PGP, TMCC2, RHAG, MNS1, GCLM
52	ZNF274_K562_hg19	2.89e-10	-1.59	30.68	HEMGN, CMAS, ARL6IP1, TFRC, ODC1, HIST2H2AB, SLC4A1, GHITM, PPOX, ADIPOR1, DNAJB2, UROD, RNF19A, FTH1, HIST1H2AD, HIST1H2AG, RPS2, HMGN2, LBR, HIST1H1C, SPECC1, HSPA8, RPL41, H3F3B, RPS8, HIST1H2AH, GADD45A, H2AFX, MARCH8, GTPBP2, PRKAB1, HNRNPAB, SLC25A37, GFI1B, CARHSP1, NDUFS7, EEF1D, MCM4, BLVRB
53	E2F4_HeLa-S3_hg19	1.39e-10	-1.5	29.99	RB1, FEN1, AHCTF1, MCM7, UHRF1, MGST3, HIST2H2AB, CDCA8, MKI67, CENPA, TUBA1B, RPS16, NUP85, FIGNL1, NUSAP1, E2F1, E2F2, HIST1H2AD, KNTC1, HIST1H2AG, HMGN2, HIST1H1C, CDT1, HSPA8, HIST1H2AI, SIVA1, HIST1H2AH, H2AFX, RPA1, DEK, KIF22, LSM4, HNRNPAB, PRC1, HAT1, ANP32E, CENPL, PGP, BIRC5, MCM4, ANAPC5, NCAPD3, CDKN3, MCM2
54	RCOR1_MEL cell line_mm9	5.14e-10	-1.57	29.5	ALAS2, LDB1, PIGQ, 1810064F22RIK, SLC4A1, COMT, SAMD14, FTH1, 1300017J02RIK, CTSE, RAB8B, TMOD1, BNIP3L, APLP2, RFX2, DYNLL1, GTPBP2, PRKAB1, KEL, MORF4L2, BLVRB, HAGH, MNS1, TBCEL, CCDC23, WBP2, CLCN3, CENPA, NT5C3, DNAJB2, CD59A, E2F2, RPS2, SLC38A5, FN3K, SPECC1, UBE2H, FAHD1, GCH1, GADD45A, TXNRD2, MEMO1, DEK, COX6C, RPS26, D17WSU92E, GFI1B, 1810022K09RIK, UBE2O, RHAG, TMCC2
