	cd1	cd2	cd3	gat1	gat2	gat3	logFC	student's t-test	p-value
1300012G16RIK	0.9	0	0	0	0	0	-0.378511623	1	0.373900966
1300013B24RIK	3.2	7.6	2.6	2.3	17.3	6	0.802319332	0.850944215	0.442742161
1300013D05RIK	5.7	2.2	6.6	4.8	9.7	3.2	0.242275846	0.449768367	0.676173928
1300013F15RIK	0.6	0	0.1	0	1.6	4.3	1.266280065	1.366529661	0.243547671
1300013J15RIK	1.9	0	0	1.4	1.7	1.4	0.614108846	1.351675637	0.247859853
1300014I06RIK	3.5	0	1.8	1.7	3.8	9.4	1.108776346	1.274685724	0.271432899
1300015D01RIK	7.8	4.5	10.7	1.9	3.6	8	-0.656045599	1.241008618	0.282411692
XLR5C	0	0	0	1.9	4.7	5.2	2.30256277	3.830442092	0.018611056
1300018I05RIK	1306.4	1173.4	1375.8	1425.9	1411.4	1405.4	0.137924939	2.161631941	0.096712095
1300018I17RIK	17.8	12.7	3.7	14.5	21.2	20.2	0.662965013	1.565654936	0.192486236
1300018J18RIK	88	62.1	80.3	127.1	78.5	104	0.421513217	1.650150411	0.174256986
1500001A10RIK	1.1	0	0	0	0	1	-0.03562391	0.067267279	0.949597043
1500001E21RIK	365.2	73.9	416	286.9	257.2	167.6	-0.263807996	0.425076472	0.692650805
1500001L15RIK	872.5	1194.1	1092.1	1067.7	1015.2	993.3	-0.038144907	0.282287753	0.791726965
1500001M20RIK	144.5	207.8	216.3	159	203.9	167.5	-0.099788092	0.480368255	0.656055576
1500002C15RIK	0	8.1	4.1	3.1	0.7	0.7	-1.019108823	1.038551068	0.357667351
1500002K03RIK	0	4.9	0	3.1	1.4	1.6	0.204013892	0.23267002	0.827437991
1500002O10RIK	6.7	2.6	3.2	3.2	1	1.7	-0.800390974	1.534468831	0.199702098
1500002O20RIK	14.3	9.5	12.9	7.2	12.8	9.6	-0.284267043	1.09607585	0.334606867
1500003O03RIK	38.8	37.5	39.4	58.5	53.7	26.3	0.253482118	0.756582085	0.491416274
1500003O22RIK	14.9	0	41.9	26.9	24.1	38.6	0.630866709	0.838329245	0.449019265
1500004F05RIK	3.9	28	18.9	14.4	20.5	18.1	0.057820654	0.101194625	0.924265514
1500005C15RIK	0	1.8	1.2	4.1	0	3.3	0.793549123	1.077021835	0.342092935
1500005I02RIK	4.5	1.2	0.3	0.5	3	2.2	-0.0489096	0.067832345	0.94917445
LOC381650	0	0	0	5.6	4	2	2.282933963	3.713069518	0.020598735
1500005N04RIK	9.6	21.6	19	13.1	11.8	13.8	-0.351378862	1.038398529	0.35773034
1500009K05RIK	0	2.3	3	2.4	4	0	0.17954942	0.2487822	0.815780801
1500009L16RIK	4.7	5.1	6	3.8	3.6	11.3	0.206962381	0.37716448	0.725208338
1500010C09RIK	0	0	0	0	0	0	0	#DIV/0!	#DIV/0!
1500010G04RIK	82.4	31.7	60.8	58.6	52.1	36.4	-0.245142534	0.57559033	0.595723369
4930449I04RIK	0	0	0	3.8	5.4	2.3	2.273018494	4.282823806	0.012818895
1500011B03RIK	23.9	16.1	16.1	24.7	21	37.9	0.551208895	1.594075672	0.186143818
1500011H22RIK	80.1	48.1	62.8	70.1	84.9	82.3	0.308779996	1.496658626	0.208822824
1500011J06RIK	1	0.4	0	0	0	0	-0.552541023	1.605910137	0.18356686
1500011K16RIK	91.5	86.4	90.3	79	107.8	84.9	0.018499732	0.130832208	0.902224195
1500012F01RIK	882	1090.9	840.3	871.4	1020	992.6	0.035821313	0.262311636	0.806036411
1500012K07RIK	0	0	0	0.1	0	0	0.047305715	1	0.373900966
1500012M23RIK	5.5	4.1	5.8	6.5	1.3	8.4	0.061400545	0.121998856	0.908783472
1500015A07RIK	1.6	3.3	15.4	0	1.9	8.5	-0.798096954	0.653383509	0.549163212
1500015G18RIK	18	5.4	23	11	17.9	11.2	-0.196823172	0.368031089	0.731498302
1500015L24RIK	1.5	0	0.8	0	0	0	-0.821029859	1.769230769	0.151575518
1500015O10RIK	2.4	0	1.9	0.8	0	6.9	0.551642428	0.493116266	0.647775652
1500016O10RIK	0.6	0.1	0	0	0	0	-0.30256277	1.257237114	0.277069167
1500017E21RIK	0	0	0	0	0	0	0	#DIV/0!	#DIV/0!
1500017I17RIK	1.3	4.8	0	1.9	0	0	-0.893084796	0.893414823	0.422129816
1500019C06RIK	9.8	18.6	13.2	8.5	11.6	5.9	-0.62099081	1.707085826	0.162996138
1500019G21RIK	72.7	105	88.7	68.5	71.2	80.5	-0.271412824	1.538820689	0.198678744
1500026H17RIK	1.1	1.6	3.4	0	1.1	4.3	-0.115477217	0.159090909	0.881306819
1500031H01RIK	4.6	3.5	6.8	5.9	3.9	6.4	0.101146723	0.350967011	0.743318204
1500031K13RIK	2.9	4.2	0	0.8	0	0	-1.410283969	1.653890845	0.173492747
4930504G24RIK	0	2	0	4.9	7.7	8.1	2.244887059	5.162673844	0.006685673
1500032D16RIK	482.8	622.8	574.6	586.4	707.4	571.6	0.150596741	1.03812442	0.357843555
1500032L24RIK	785.4	614.4	708.9	666.7	617	833.5	0.00579547	0.034530588	0.97410849
1500032P08RIK	1.7	1.8	3.9	2	4.4	0	-0.145850866	0.228277187	0.830625727
1500034J01RIK	267.8	247.1	311	285.6	260.7	265.3	-0.025106249	0.234596517	0.826041257
1500034J20RIK	3	0.2	0	2.6	1.7	4.8	0.964666927	1.471783986	0.215052885
1500035H01RIK	0.2	0	0	0	0.1	0	-0.04580369	0.447213595	0.677868829
1500035N22RIK	1.2	0	0	0	0.8	0	-0.144389909	0.277350098	0.795255008
1500041B16RIK	0	2.8	0	1.1	5.2	2.6	1.036836768	1.339123972	0.251562023
1500041J02RIK	14.1	23.5	39.2	16.4	26.7	22.1	-0.226617007	0.489185919	0.650321969
CHST5	0	0	0	4.1	5.3	1.8	2.242856524	3.63567385	0.022048863
1520401A03RIK	0	0	0	0	1	0.2	0.485426827	1.309307341	0.260574547
1520402A15RIK	5.4	0.3	1.1	4.7	2.7	1.6	0.292180751	0.401797164	0.708375806
1520402A20RIK	15.6	19	14.4	14.5	12.9	16.3	-0.155089073	1.044246288	0.355322587
1600002D24RIK	0	1.3	0	3.4	0	0	0.573735245	0.576914369	0.594909838
1600002H07RIK	4	0	2.5	0.2	0.8	0.7	-1.015266757	1.354398355	0.247063857
1600002K03RIK	62.1	91.3	74.7	77	93	77.5	0.116293344	0.649658374	0.551334401
1600010O03RIK	0	3.4	1.1	0	0.6	2.7	-0.251538767	0.309220843	0.772591141
1600012F09RIK	0.8	0	1.5	0	0	3.1	0.202816883	0.237985647	0.823585989
1600012H06RIK	35.1	31.6	25.3	37.7	28.6	47.9	0.302973151	1.180483723	0.303210719
NRN1	0	0	0	2.2	3.7	5.3	2.242856524	4.171097967	0.014018741
1600012P17RIK	0	0	0	0	0	3.3	1.070389328	1	0.373900966
1600013E24RIK	1.7	0	7.7	0	0.3	0	-1.909802191	1.297618803	0.264192594
1600014C10RIK	49.7	16.1	3.4	33	10	53.2	0.458341283	0.483485251	0.654025473
1600014C23RIK	0	0	2.8	0	0	0	-0.9510904	1	0.373900966
LOC382967	0	0.9	0	3.9	3.3	8.1	2.230297619	3.117935052	0.0355976
1600014K23RIK	6.1	3.1	1.1	0	7.3	2.9	-0.010888316	0.012960807	0.990279735
1600015I10RIK	0	0	0	0	0	0	0	#DIV/0!	#DIV/0!
1600016N20RIK	6.3	1.8	4.4	2.7	1.8	7.2	-0.07645206	0.125832212	0.905935864
1600017E01RIK	8.6	11.7	19	11.8	15.7	2.6	-0.353826446	0.618495257	0.569729692
1600019C01RIK	0	0	0	0	0	0	0	#DIV/0!	#DIV/0!
1600020E01RIK	0	2.3	0	0	0	0	-0.821029859	1	0.373900966
1600021P15RIK	1.3	0	1.2	0.4	0	2.4	0.076621282	0.117399072	0.912202606
1600023H17RIK	8.8	23.9	28.6	21.6	22.8	10.4	-0.153749245	0.302607208	0.777272712
1600023N17RIK	1.1	2.6	1	0.4	0.1	0	-1.137503524	2.635314382	0.057863335
1600025M17RIK	1.1	3.5	0	0	3.2	0	-0.293731203	0.314230097	0.769053016
1600027N09RIK	9	4.6	6.7	3.9	5	5.7	-0.404754526	1.382453063	0.239007144
1600029D21RIK	0	0.8	0	0	0	0.5	-0.118644496	0.317999364	0.766395186
1600029I14RIK	3.4	0	1.4	0	0	0.2	-1.285402219	1.550659684	0.195921856
1600029O10RIK	10.2	4.4	10.1	5.5	2	4.2	-0.914069821	1.995048038	0.116775103
1600032L17RIK	1.9	1.5	1	0.4	2.6	0.8	-0.121990524	0.275880294	0.79630636
1620402D19RIK	3.6	0.6	2.9	0	8.5	5.6	0.759641032	0.879130629	0.428972933
1700001C02RIK	1.8	0	2.5	0	2.7	0	-0.356934545	0.456584116	0.671663539
1700001C07RIK	0.9	0.5	1.6	4.1	0.3	2.7	0.751320887	1.183075206	0.302291416
1700001C14RIK	0	1.7	1.3	0.9	1	0.4	-0.178970141	0.427593055	0.690961826
1700001C19RIK	1.7	0	0	0	0	0	-0.647698256	1	0.373900966
1700001E04RIK	0	0	0	0	0	0.5	0.222392421	1	0.373900966
1700001E18RIK	0	0	0.4	1	3.2	0	1.08246216	1.327017562	0.255184109
1700001G17RIK	0	4.4	1.5	1	3.1	4.4	0.36975662	0.532500748	0.622585178
1700001J03RIK	4.6	0	2.7	0	0	0	-1.779609932	1.823291465	0.14233189
1700001J11RIK	0.6	0.7	0	0.9	3.6	2.9	1.274174963	2.426449717	0.072257533
1700001K23RIK	1	0	1.2	0	0.6	0	-0.530514717	1.264911064	0.274576629
1700001L05RIK	7.1	8.2	9.2	8.1	5.3	6.8	-0.245306813	1.417668018	0.229261369
1700001L19RIK	0	3.2	5.8	3.2	3.6	0	-0.292180751	0.361677772	0.735888826
1700001O11RIK	0.7	0	0	0	1.3	0	0.216811389	0.406371277	0.705271763
1700001O22RIK	0.7	0	0	4.4	1.4	0	1.249978253	1.289178355	0.266835422
1700001P01RIK	1.7	3.7	12.8	1.8	4	3.6	-0.773724144	0.842384941	0.446993446
SLC18A2	5.6	0.8	0	8.8	13.3	18.9	2.226770862	3.387439092	0.027595154
1700003E16RIK	3.1	0	4.7	0	0	0	-1.847996907	1.884585829	0.132576906
1700003F12RIK	3.2	5.3	2.8	0.3	1.8	3.2	-0.784831905	1.752618714	0.154542843
1700003H04RIK	8.6	5.8	0	7.1	4	4	0.056902391	0.08530878	0.936115236
1700003M02RIK	0.2	3.3	2.6	0	0	0.4	-1.420331799	2.004013279	0.115585765
1700003N22RIK	0.6	0	0	0	0.3	0	-0.125530882	0.447213595	0.677868829
1700006A11RIK	0	0	1	0	0	1.7	0.232660757	0.354914089	0.740576373
1700006E09RIK	0	0	0	0.4	0	2.5	0.975752454	1.246807383	0.280491513
1700006H02RIK	0	0	0	0	0	0.4	0.180572246	1	0.373900966
1700006H03RIK	0	0.2	0	0.8	0.4	2.1	0.977279923	1.996885542	0.116530251
1700006J14RIK	0.3	4.6	2	3.9	9.7	9.7	1.409562369	2.374319393	0.076460448
1700007B13RIK	3.5	0	1.1	2.1	2.2	0	-0.058102955	0.079499841	0.940453498
1700007B14RIK	5.9	11.5	0	0.9	3.2	7.9	-0.443606651	0.460681098	0.668960321
1700007E06RIK	0.7	0	1.7	0	0	0	-0.847996907	1.621769708	0.180171293
1700007G11RIK	0	0	0	0	0	0	0	#DIV/0!	#DIV/0!
1700007K09RIK	0	0	0	0.4	1.1	4.2	1.5360529	1.627243608	0.179014519
1700007K13RIK	0	2.8	1.6	0	1.2	1.5	-0.376563351	0.608307827	0.57583232
1700007N01RIK	4.3	1.1	0.5	1.9	0	1.8	-0.409644241	0.550861394	0.611048322
1700007N14RIK	0	0.1	0	0	0	0	-0.047305715	1	0.373900966
HEGFL	0	0	0	3.1	5	2.7	2.201633861	5.074282646	0.007109086
1700008E09RIK	3.1	0	0	0	2.5	0	-0.149377624	0.150660588	0.887535736
1700008E11RIK	0	2.1	2	2.3	1.2	1.5	0.172180975	0.395437298	0.712703071
1700008F19RIK	8.8	8.3	0	12.2	7.8	3.4	0.393342428	0.549657869	0.611800451
1700008F21RIK	0	0	0	0	0	0	0	#DIV/0!	#DIV/0!
1700008G05RIK	0	0	0	0	0	0	0	#DIV/0!	#DIV/0!
1700008H02RIK	83.7	56.8	87.5	61.7	85.1	80.2	-0.00625899	0.027765141	0.979179488
1700008I05RIK	0	0	0	0	8.9	1.9	2.201633861	1.330295432	0.254198412
1700008J08RIK	0.1	1.8	1.4	0	0	0.8	-0.72935241	1.440976044	0.223029716
1700008O03RIK	1	0	2.1	2.3	0	1.1	0.069262662	0.111187397	0.916823534
1700008P02RIK	0	0.5	0	0.2	0.7	3.1	1	1.281441045	0.269280501
1700008P20RIK	0	0	0	3.7	0	0	1.159198595	1	0.373900966
LOC100040328	0	0	0.5	5.5	2.6	5	2.201633861	4.613187763	0.009931812
1700009J07RIK	0	0	0	0	1.6	0	0.61667136	1	0.373900966
1700009N14RIK	1.1	1.8	2.8	0	4.5	1	-0.03355256	0.045955766	0.965548332
1700009P03RIK	34.9	38.3	31.5	38.1	27.8	45.2	0.083280542	0.393661712	0.713913531
1700009P10RIK	0	0	0	2.1	0	0	0.765534746	1	0.373900966
1700009P13RIK	6.5	7.8	2.1	8	4.8	10.5	0.439006147	0.963739789	0.389751933
1700009P17RIK	1	4.8	15	4.2	3.3	0	-1.180572246	1.014380918	0.367771186
1700010A01RIK	4.3	13.1	9.7	7.5	6.6	12.6	-0.019300556	0.04204939	0.968474569
1700010B08RIK	0	4.6	0.6	0	0	0	-1.450661409	1.200568451	0.296153801
1700010C24RIK	1.5	2.7	3.4	1	1.2	0	-1.027480736	2.696631315	0.054283475
1700010D01RIK	0	0	0	0.6	1	0	0.61667136	1.835325871	0.140357387
1700010H15RIK	3.1	3.5	0.4	1.6	0.3	0	-1.029146346	1.559115493	0.193976838
1700010H22RIK	2.2	0	0	0	0	0	-0.793549123	1	0.373900966
1700010I14RIK	0	0.2	0	0	0	0	-0.093109404	1	0.373900966
1700010L04RIK	1	0.9	0	0	2.9	0.9	0.472752997	0.69285871	0.526523427
1700010M06RIK	0	0.2	0	0	0	0.6	0.169925001	0.632455532	0.561438044
1700010M22RIK	0	0	0.4	0	0	0	-0.180572246	1	0.373900966
1700011A15RIK	4.7	4.9	0	0	0.3	0.6	-1.691877705	1.800813869	0.146099961
1700011E24RIK	4.7	0	0.8	0	2.5	0	-0.628031223	0.597377297	0.582428372
1700011F03RIK	0	0	0	0	0	0	0	#DIV/0!	#DIV/0!
1700011F14RIK	0.4	0	1.7	0	0	0	-0.765534746	1.364096585	0.244248912
1700011H14RIK	2.7	0	0	0	0	0.9	-0.547487795	0.632455532	0.561438044
1700011H22RIK	3.3	0	0	0	0	0	-1.070389328	1	0.373900966
1700011I03RIK	2.8	1.8	4.9	0	0.5	5.3	-0.506352666	0.642144374	0.555732016
SCN4A	0	0	0.5	2.3	7	3.7	2.192645078	2.969464613	0.041166132
1700011K15RIK	0	0	0	0	0	0	0	#DIV/0!	#DIV/0!
1700011L22RIK	3	0	2.3	0.1	0	0	-1.420843121	1.911558017	0.128514988
1700011M02RIK	0	1.6	1	0.7	2.8	5.6	1.111508315	1.450184932	0.220614645
1700012A03RIK	0	0	0	0	0	3.1	1.023846742	1	0.373900966
1700012A16RIK	0	0	1.1	0	0.6	0	-0.187627003	0.399043442	0.710247824
1700012B07RIK	1.9	0	0	0	0	2.4	0.140177658	0.16334288	0.878169063
1700012B09RIK	2.5	6	5.7	2.9	1.3	3.7	-0.65808043	1.58644384	0.187825474
1700012B15RIK	0.5	0	0	0	0.7	0	0.080170349	0.232495277	0.82756472
1700012C15RIK	0	0	0.2	0	0	0	-0.093109404	1	0.373900966
1700012F10RIK	3	0	0	0	2.2	3.2	0.485426827	0.5814019	0.592157895
1700012F11RIK	3.3	0.4	2.6	4.2	1.5	4	0.449525876	0.919927427	0.409667857
1700012H05RIK	0	0	0	1.7	0.2	0	0.707819249	1.180602555	0.303168507
1700012H17RIK	16.6	16.5	18.3	13.4	11.6	21.9	-0.124566836	0.464485583	0.66645551
1700012K20RIK	1.3	3.9	1.9	0.7	2.7	5.3	0.212153237	0.344904491	0.747538488
1700012L04RIK	3.5	20.4	14.1	1.3	11.9	0.2	-1.321928095	1.326227456	0.255422261
1700012M13RIK	0	0.6	1.6	0.1	0	0.8	-0.415037499	0.817302998	0.459639508
1700012M14RIK	0	0	0.4	1	0	0	0.234465254	0.557086015	0.607167578
1700012O15RIK	10.7	2.8	1.9	6	10.8	9.2	0.656347134	1.128362146	0.322260808
1700012P22RIK	2.7	0	0	0	2.9	0	0.049753035	0.050475447	0.962163495
1700013A01RIK	113.4	129.9	155.5	103.7	167.6	100.8	-0.099202301	0.355938626	0.739865438
1700013B16RIK	4.8	0	2	4.8	0.5	5.7	0.514573173	0.6590719	0.545859246
1700013D24RIK	1.8	0	0	2.8	0	0	0.273018494	0.300420884	0.778822868
1700013E18RIK	1.5	3.6	0	0	2	0	-0.695993813	0.83418976	0.451094502
1700013F07RIK	3.4	0	0	0	0	4.4	0.209453366	0.1798375	0.86602301
1700013G10RIK	20.5	16.1	28.3	11.8	14.3	14.9	-0.625908051	2.158239004	0.0970805
LOC380720	0	0	0	1.2	5.3	4.2	2.191141487	2.911093156	0.043630391
1700013H16RIK	0	1.8	0	0	0	0	-0.678071905	1	0.373900966
1700013N18RIK	2.2	2	1.8	0.2	1.1	1.5	-0.633872101	2.657455355	0.056540185
1700014B07RIK	0	0	1.6	0.1	2.9	1.7	0.743224585	1.064544371	0.347076534
1700014B12RIK	0	0	0	0	0	0	0	#DIV/0!	#DIV/0!
1700014D04RIK	0	1.3	4.4	0.2	0.5	0	-1.23349013	1.269182706	0.273198505
1700014N06RIK	0	0	0	0	0	1.2	0.485426827	1	0.373900966
1700015E05RIK	14.6	14.2	22.8	11.8	21.3	8.5	-0.291857241	0.701568708	0.521619377
1700015E13RIK	6.3	3.6	8.5	3.6	1	0	-1.493539473	2.588157233	0.060801914
1700015F03RIK	0	0	5.2	0	3.1	1.6	-0.090765464	0.085435766	0.93602043
1700015L13RIK	7.7	8.9	15.9	5.8	6.4	6	-0.74375476	1.859811054	0.136430293
1700016A15RIK	40.7	46.5	42.2	45.6	39.7	35.9	-0.092237949	0.824714346	0.455873564
1700016B15RIK	0.9	0	4.4	2.4	2.9	0	0	1.37647E-16	1
1700016C15RIK	0	4.1	0	2	0	2.6	0.098180394	0.105715097	0.920897737
1700016D02RIK	0	0	2.5	0	1.5	1.8	0.19592021	0.266076042	0.803332607
1700016D06RIK	2.1	0	2.7	2.4	0	5.6	0.495957495	0.587081848	0.588686563
1700016D18RIK	0	0.1	0	0	0	0	-0.047305715	1	0.373900966
1700016G05RIK	0.4	0	7.4	0.1	0	0.9	-1.432959407	0.936795538	0.401900488
1700016H13RIK	0	0	1.2	0.9	2.3	0.3	0.63005039	1.072380529	0.343939156
1700016J18RIK	2.5	0	4.8	0	0	0	-1.779609932	1.755599156	0.154005954
1700016K13RIK	0	0	0	0	0	0	0	#DIV/0!	#DIV/0!
1700016K19RIK	0	1.8	0	0	0	0	-0.678071905	1	0.373900966
1700016L04RIK	0	0	0	0	0	0	0	#DIV/0!	#DIV/0!
1700016L21RIK	0	0	2.2	0	3	0	0.206450877	0.215041332	0.840254138
1700016M24RIK	2.6	0	1.9	2	1	2	0.093109404	0.197180752	0.853300217
1700017B05RIK	0	2.7	5	0.2	0	0	-1.741466986	1.728367548	0.158985844
LU	0.1	0.8	0	4.5	5.5	4.6	2.1740294	11.26133063	0.000354242
1700017G19RIK	0.6	2.9	0	2.5	1.1	0.1	0.043721377	0.059260885	0.955586824
1700017N19RIK	0	0	0	0	0	1.4	0.552541023	1	0.373900966
1700018B24RIK	2.2	0	0	0	0	0	-0.793549123	1	0.373900966
1700018C11RIK	0.1	6.6	0	0	0.2	2.7	-0.717269793	0.539020649	0.618473132
1700018F24RIK	0	0	0	0.4	0	0	0.180572246	1	0.373900966
1700018G05RIK	0	3.2	0	0.3	0	2.1	-0.199308808	0.212973947	0.841761167
1700018L24RIK	0	0.3	0.9	2.8	0	2.6	1	1.489586494	0.21057527
1700019A02RIK	0	0	0	0	0	0	0	#DIV/0!	#DIV/0!
1700019B03RIK	0	0	0	0	0	0	0	#DIV/0!	#DIV/0!
1700019B21RIK	0	0	0	0	0	4.2	1.263034406	1	0.373900966
1700019D03RIK	0	3.7	0	0.1	1	0.3	-0.606657572	0.606946786	0.576650926
1700019E19RIK	4.4	0	0.3	2.6	0.7	9.9	1.073063462	0.901504804	0.418294269
1700019G17RIK	3.6	0	0	3.9	0	0.1	0.084888898	0.075877973	0.943159678
1700019H03RIK	53.8	52.8	28.5	61.2	62.2	52.6	0.374246268	1.546592922	0.196864415
CCBL2	0.3	0	0.3	2.4	7.1	3.7	2.169925001	2.989847687	0.040344189
1700019L03RIK	0.4	0	0.8	1.4	0.1	0	0.099535674	0.197385508	0.853150323
1700019M22RIK	0	0	0	0	0	0	0	#DIV/0!	#DIV/0!
1700019N12RIK	0	1	1.9	0	1.4	3.8	0.474908955	0.619363635	0.569211521
1700019N19RIK	0	0	0	0.5	3.5	2	1.584962501	2.309401077	0.08208628
1700019O17RIK	5.6	2	1.7	0	0	0	-2.03562391	2.474069342	0.068646317
1700020A23RIK	0	0	0	0	0	0	0	#DIV/0!	#DIV/0!
1700020C07RIK	1.4	0	2	0.8	0	0.9	-0.445411148	0.861934215	0.437331431
SLC35F3	0	0	0	2.6	2.1	5.8	2.169925001	3.01978587	0.039171483
1700020D05RIK	6.2	0	1	7.8	1.7	4.1	0.702614089	0.815634143	0.460490888
1700020G18RIK	0	0	2.4	3	1.5	1.6	0.752907138	1.318907561	0.257638932
1700020I14RIK	33.7	16.5	24.7	21.3	15.1	24.9	-0.276804591	0.790804605	0.473304676
GGT6	1.6	0	0	7.3	3.9	6.4	2.162938571	4.644025793	0.009704718
1700020L13RIK	0.9	0	0	0	0	0.3	-0.2410081	0.632455532	0.561438044
1700020L24RIK	111.8	119.9	94.3	134.8	174.1	92.3	0.296981738	1.010822083	0.369279879
1700020M10RIK	0	0	0	1.2	0	0	0.485426827	1	0.373900966
1700020N01RIK	0	0.3	2.9	0	0	0	-1.047305715	1.158477783	0.311122786
1700020N15RIK	2	2.1	0.7	3.8	4.1	1.5	0.668794092	1.636606554	0.17705377
1700020N17RIK	1.9	4.4	0	3.4	0	0	-0.539158811	0.566886529	0.601089047
1700020N18RIK	0	2.3	0	1.3	1.7	2.1	0.611929548	1.165655252	0.308521322
1700020O03RIK	22.6	16.1	9.8	31.2	15.9	21.7	0.479411412	1.168365884	0.307544124
1700021A07RIK	1.2	0.6	2	2.4	0	0	-0.332575339	0.520305902	0.630321102
1700021C14RIK	73.9	58.7	81.8	50.5	65.8	85.3	-0.087545795	0.351481267	0.742960715
1700021E15RIK	0	0	1.3	0	2.9	0	0.456378295	0.50345342	0.641106416
1700021F05RIK	239.6	317.7	287.7	240.7	254.2	273.6	-0.136398108	1.033678081	0.359684464
1700021F07RIK	1.2	0	0	2.5	3	0	1.017073513	1.418439118	0.22905245
1700021I09RIK	0	0	0	0.4	3	0	1.093109404	1.205098049	0.294583741
1700021J08RIK	0	8.2	7	0.2	5.1	2.5	-0.752907138	0.844021052	0.446178285
1700021K02RIK	0	0	0	0	0	0.6	0.263034406	1	0.373900966
1700021K10RIK	0.5	1.9	0	1.9	6.1	1.9	1.256339753	1.65445649	0.17337748
1700021K14RIK	0.7	1.4	3.4	0	2.5	0	-0.628031223	0.861017367	0.437780768
1700021K19RIK	47.9	20.3	19.7	42.6	44.7	55.6	0.682627684	1.808594172	0.144783757
1700021O21RIK	4.5	2	0.6	3.5	2.9	3.5	0.353015773	0.805943128	0.465459404
1700021P04RIK	0.4	1.8	3.6	4.1	4.8	3.3	0.788495895	2.086340373	0.105265301
1700021P10RIK	0	0.2	0	1.7	1	0	0.832890014	1.674123825	0.169419105
1700021P22RIK	1.5	0	1.8	1	0	2.8	0.110182918	0.168263397	0.874541332
1700022A21RIK	0	0	0	0	0	0	0	#DIV/0!	#DIV/0!
1700022C21RIK	5.2	3.5	9.1	6.6	1.8	13.2	0.242074787	0.342620534	0.749131201
1700022F17RIK	2	1.4	0	0	0	0	-1.093109404	1.912649432	0.128353487
1700022I11RIK	0	0.4	0.3	0	0	0	-0.30256277	1.941450687	0.124170236
1700022J01RIK	1	16.6	10.5	14.6	10.8	15.4	0.494016289	0.890203925	0.423660174
1700022K14RIK	0	0	0	0.4	2.6	1.4	1.30256277	2.306226641	0.082373119
1700022L20RIK	3.4	2.8	0	0	6.9	3.1	0.498805857	0.562053926	0.604081503
1700022N22RIK	0	3.8	0	2	0	0	-0.443606651	0.41917179	0.696622145
1700022P15RIK	0	0	0	0	0	0	0	#DIV/0!	#DIV/0!
1700022P22RIK	0	1.2	0	0	2.6	0	0.415037499	0.488901207	0.650506647
1700023A16RIK	1.4	0	0.1	0.4	0	0	-0.404390255	0.779769326	0.479087913
LOC384196	0	0	0	2.8	2.1	5.3	2.137503524	3.500630938	0.024881943
1700023B23RIK	6.3	1.8	2.9	7.1	7.9	11.2	1.060541542	2.74420095	0.051681642
1700023C21RIK	0	1	0.8	0.3	0	4.7	0.736965594	0.688371046	0.52906309
1700023D19RIK	0.1	0	0	1.5	4.1	0	1.472068444	1.530140931	0.200725164
1700023E05RIK	2.1	0	0.7	1.3	1.5	1.7	0.370837695	0.902266317	0.417934718
1700023F06RIK	2.1	0	0	1.7	1	0	0.160464672	0.233549683	0.826800128
1700023G08RIK	0.9	0.7	0.5	1.9	1.1	0.7	0.393663848	1.436842416	0.224122386
1700023I07RIK	0	0	2.2	0	0.1	0	-0.746243408	0.953560879	0.394304106
1700023L04RIK	0	0.7	0	0.9	2.2	0	0.721283972	1.176696811	0.304558785
1700023M03RIK	103.3	63.5	57.6	86.8	72	117.2	0.295032868	0.878905717	0.429081405
SLPI	1620.2	1482	81.1	4209.5	5371.7	4339.6	2.127598984	5.830384687	0.004311737
1700024C24RIK	0	1.8	2.1	4.5	0	0.1	0.139403057	0.143849114	0.892575747
1700024D23RIK	0	0	0	0	0	0	0	#DIV/0!	#DIV/0!
1700024G10RIK	2	4.5	0	4	0	1.1	-0.230005605	0.264292113	0.804613511
1700024G13RIK	0.1	5.2	1	0.8	6.3	4.1	0.610588308	0.728669851	0.506573464
1700024J04RIK	0	0	1.4	1.3	0	2.9	0.710493383	0.972480196	0.385879059
1700024P04RIK	0	0	0	0.8	0.2	0	0.415037499	1.386750491	0.237796144
1700024P12RIK	0	6.7	0	0.5	1.5	1.2	-0.645716532	0.517851212	0.631885258
1700024P16RIK	0.2	0	0	3.3	0	0.9	1.169925001	1.350704027	0.248144515
1700025B11RIK	0	0	0	3.3	0.7	0.6	1.341036918	1.734922859	0.157771677
1700025D03RIK	2	0	0.4	0.6	0	0	-0.584962501	0.933256525	0.403519755
1700025E21RIK	3	0	2.2	0	4	1.3	0.017487427	0.02251316	0.983116913
1700025F22RIK	0	3.1	0	0	2.7	0	-0.097847323	0.097300851	0.927167941
1700025F24RIK	0	0	0.1	0	0	3.7	1.11189288	0.972617809	0.385818348
1700025G04RIK	127.7	87.3	80.2	98.1	82.1	88.7	-0.133204106	0.565444973	0.601980701
2810403G11RIK	0	0	0	2.9	1.8	5.3	2.115477217	3.225806452	0.032103017
1700025K23RIK	9.8	22.2	13.3	8.5	8	14.7	-0.498026864	1.099684759	0.333205782
1700025K24RIK	5.2	0	0	0.2	0	1	-0.965234582	0.757554019	0.490894708
1700025O08RIK	0	0	0	0	0	0	0	#DIV/0!	#DIV/0!
1700026D08RIK	0.5	0.5	0	0.9	1.2	0	0.350497247	0.923099494	0.40819764
